train_loss,train_acc,eval_loss,eval_acc
0.8722916436195374,0.77,1.2468128549323108,0.8080808080808082
1.170332700610161,0.6900000000000001,0.5534349559533476,0.8131313131313131
0.5711502933502197,0.79,0.5514088405503167,0.8131313131313131
0.4906990969181061,0.79,0.49725885824723676,0.8181818181818182
0.5171146225929261,0.79,0.5117195089056035,0.8131313131313131
0.49059354603290556,0.78,0.546789458002707,0.8131313131313131
0.4970666289329529,0.8,0.523716910920962,0.8131313131313131
0.5132341694831848,0.81,0.5104678628420589,0.8030303030303031
0.49206887125968934,0.8,0.5066624843713009,0.797979797979798
0.49489426374435425,0.79,0.5121991489872788,0.797979797979798
0.46734843254089353,0.8,0.5360623089352039,0.8030303030303031
0.45122018218040466,0.8,0.5379442220384424,0.792929292929293
0.49656497478485107,0.81,0.516333357854323,0.7828282828282829
0.4348174297809601,0.84,0.5370148131341645,0.787878787878788
0.4750648784637451,0.81,0.5261528242116023,0.792929292929293
0.5127257442474366,0.8,0.5176906022760603,0.797979797979798
0.45317229747772214,0.79,0.5161112691416885,0.8131313131313131
0.43614644527435303,0.84,0.4831046696865197,0.8030303030303031
0.4658236002922058,0.8,0.492192521239772,0.8030303030303031
0.45128789186477664,0.81,0.5310955628602192,0.797979797979798
0.4042952048778534,0.8200000000000001,0.5231939680648573,0.787878787878788
0.46015997767448424,0.81,0.5795203037936278,0.797979797979798
0.4675240159034729,0.8,0.5148282234716897,0.787878787878788
0.4895137596130371,0.8,0.5292253066795041,0.797979797979798
0.4493926793336868,0.8200000000000001,0.4993174711261133,0.8030303030303031
0.44048943638801574,0.8200000000000001,0.5054669599942486,0.8030303030303031
0.39900027513504027,0.81,0.5557334305662097,0.797979797979798
0.37494348764419555,0.8200000000000001,0.5901540608117075,0.787878787878788
0.46426262736320495,0.8200000000000001,0.5480994979540507,0.787878787878788
0.4541766846179962,0.81,0.5191514672655048,0.792929292929293
0.4298033976554871,0.8300000000000001,0.5215958618756497,0.797979797979798
0.3962336772680283,0.8300000000000001,0.555682262687972,0.787878787878788
