train_loss,train_acc,eval_loss,eval_acc
0.6992453597840809,0.4023809523809524,0.7024465010623739,0.21212121212121213
0.6983704146884736,0.38571428571428573,0.7024465010623739,0.21212121212121213
0.6970495524860564,0.4047619047619048,0.7024465010623739,0.21212121212121213
0.6963239402998062,0.40952380952380957,0.7024465010623739,0.21212121212121213
0.6998534253665379,0.37619047619047624,0.7024465010623739,0.21212121212121213
0.6966147263844807,0.38571428571428573,0.7024465010623739,0.21212121212121213
0.695393921647753,0.45000000000000007,0.7024465010623739,0.21212121212121213
0.6985604388373239,0.3785714285714286,0.7024465010623739,0.21212121212121213
0.6973788936932882,0.38571428571428573,0.7024465010623739,0.21212121212121213
0.6994814219928923,0.40952380952380957,0.7024465010623739,0.21212121212121213
0.6974131867999123,0.41190476190476194,0.7024465010623739,0.21212121212121213
0.6954877728507632,0.44523809523809527,0.7024465010623739,0.21212121212121213
0.6966880821046375,0.41190476190476194,0.7024465010623739,0.21212121212121213
0.6989889354932876,0.3785714285714286,0.7024465010623739,0.21212121212121213
0.6964882146744501,0.4214285714285715,0.7024465010623739,0.21212121212121213
0.6976486137935094,0.4071428571428572,0.7024465010623739,0.21212121212121213
0.6968067418961298,0.41190476190476194,0.7024465010623739,0.21212121212121213
0.6978535771369934,0.3952380952380953,0.7024465010623739,0.21212121212121213
0.6993730675606501,0.3785714285714286,0.7024465010623739,0.21212121212121213
0.6984501719474793,0.4023809523809524,0.7024465010623739,0.21212121212121213
0.697997750554766,0.38333333333333336,0.7024465010623739,0.21212121212121213
0.6957613394373939,0.42380952380952386,0.7024465010623739,0.21212121212121213
0.6965034814107985,0.42619047619047623,0.7024465010623739,0.21212121212121213
0.6966372319630214,0.40952380952380957,0.7024465010623739,0.21212121212121213
0.6974770511899676,0.41190476190476194,0.7024465010623739,0.21212121212121213
0.6963586506389436,0.430952380952381,0.7024465010623739,0.21212121212121213
0.6977332955315,0.4285714285714286,0.7024465010623739,0.21212121212121213
0.6979772669928415,0.37619047619047624,0.7024465010623739,0.21212121212121213
0.6994131133669899,0.37142857142857144,0.7024465010623739,0.21212121212121213
0.6967673392522903,0.41190476190476194,0.7024465010623739,0.21212121212121213
0.6968160515739804,0.42619047619047623,0.7024465010623739,0.21212121212121213
0.6984848522004627,0.4285714285714286,0.7024465010623739,0.21212121212121213
0.6960204652377537,0.4285714285714286,0.7024465010623739,0.21212121212121213
0.6955640264919826,0.4571428571428572,0.7024465010623739,0.21212121212121213
0.699259614944458,0.35000000000000003,0.7024465010623739,0.21212121212121213
0.6989076960654486,0.3928571428571429,0.7024465010623739,0.21212121212121213
0.6958030746096656,0.4190476190476191,0.7024465010623739,0.21212121212121213
0.697416737533751,0.4166666666666667,0.7024465010623739,0.21212121212121213
0.6975786390758696,0.4,0.7024465010623739,0.21212121212121213
0.6972255161830357,0.39047619047619053,0.7024465010623739,0.21212121212121213
0.6976189817701067,0.4,0.7024465010623739,0.21212121212121213
0.6987632592519124,0.4,0.7024465010623739,0.21212121212121213
0.699039458093189,0.3642857142857143,0.7024465010623739,0.21212121212121213
0.697822634379069,0.3952380952380953,0.7024465010623739,0.21212121212121213
0.6977852577254886,0.3952380952380953,0.7024465010623739,0.21212121212121213
0.6953719161805653,0.42380952380952386,0.7024465010623739,0.21212121212121213
0.6982569995380583,0.39047619047619053,0.7024465010623739,0.21212121212121213
0.6989080843471346,0.3880952380952381,0.7024465010623739,0.21212121212121213
0.6961978787467593,0.4190476190476191,0.7024465010623739,0.21212121212121213
0.6973431632632301,0.4023809523809524,0.7024465010623739,0.21212121212121213
0.697912023181007,0.40952380952380957,0.7024465010623739,0.21212121212121213
0.695726862407866,0.4214285714285715,0.7024465010623739,0.21212121212121213
0.6984301760083154,0.37380952380952387,0.7024465010623739,0.21212121212121213
