train_loss,train_acc,eval_loss,eval_acc
0.7410976934432983,0.155,0.7332149906591936,0.19191919191919193
0.7391980504989624,0.195,0.7332149906591936,0.19191919191919193
0.7368615579605102,0.215,0.7332149906591936,0.19191919191919193
0.7382092809677124,0.2,0.7332149906591936,0.19191919191919193
0.7330834317207336,0.2,0.7332149906591936,0.19191919191919193
0.7352237844467163,0.225,0.7332149906591936,0.19191919191919193
0.7370503878593445,0.22,0.7332149906591936,0.19191919191919193
0.7358724021911621,0.17,0.7332149906591936,0.19191919191919193
0.7367163896560669,0.22,0.7332149906591936,0.19191919191919193
0.7398132729530335,0.19,0.7332149906591936,0.19191919191919193
0.7367357349395752,0.20500000000000002,0.7332149906591936,0.19191919191919193
0.7398331594467163,0.195,0.7332149906591936,0.19191919191919193
0.7365493202209472,0.23,0.7332149906591936,0.19191919191919193
0.7389067506790161,0.19,0.7332149906591936,0.19191919191919193
0.7397224354743958,0.17,0.7332149906591936,0.19191919191919193
0.734920883178711,0.195,0.7332149906591936,0.19191919191919193
0.7394838309288025,0.19,0.7332149906591936,0.19191919191919193
0.7353017830848694,0.215,0.7332149906591936,0.19191919191919193
0.7373657846450805,0.21,0.7332149906591936,0.19191919191919193
0.7379982662200928,0.17,0.7332149906591936,0.19191919191919193
0.7314209342002869,0.225,0.7332149906591936,0.19191919191919193
0.7387197661399841,0.195,0.7332149906591936,0.19191919191919193
0.7353633689880371,0.2,0.7332149906591936,0.19191919191919193
0.735431432723999,0.23,0.7332149906591936,0.19191919191919193
0.7392116260528564,0.20500000000000002,0.7332149906591936,0.19191919191919193
0.7342598223686219,0.21,0.7332149906591936,0.19191919191919193
0.7327371954917907,0.225,0.7332149906591936,0.19191919191919193
0.7379192399978638,0.195,0.7332149906591936,0.19191919191919193
0.7392868924140931,0.195,0.7332149906591936,0.19191919191919193
0.7356110429763794,0.215,0.7332149906591936,0.19191919191919193
0.733209536075592,0.23500000000000001,0.7332149906591936,0.19191919191919193
0.7428671264648438,0.195,0.7332149906591936,0.19191919191919193
0.7383754324913024,0.19,0.7332149906591936,0.19191919191919193
0.732034866809845,0.255,0.7332149906591936,0.19191919191919193
0.7367290925979614,0.22,0.7332149906591936,0.19191919191919193
0.7384258604049683,0.20500000000000002,0.7332149906591936,0.19191919191919193
0.7405947279930115,0.18,0.7332149906591936,0.19191919191919193
0.7390893483161927,0.245,0.7332149906591936,0.19191919191919193
0.7402816414833069,0.185,0.7332149906591936,0.19191919191919193
0.7364638304710388,0.21,0.7332149906591936,0.19191919191919193
0.7398005557060242,0.18,0.7332149906591936,0.19191919191919193
0.7385821986198425,0.2,0.7332149906591936,0.19191919191919193
0.7380047702789306,0.2,0.7332149906591936,0.19191919191919193
0.7356310200691223,0.2,0.7332149906591936,0.19191919191919193
0.7344697666168213,0.2,0.7332149906591936,0.19191919191919193
0.7405758595466614,0.19,0.7332149906591936,0.19191919191919193
0.7386020445823669,0.20500000000000002,0.7332149906591936,0.19191919191919193
0.7401149034500122,0.2,0.7332149906591936,0.19191919191919193
0.7348402953147888,0.19,0.7332149906591936,0.19191919191919193
0.7392701053619385,0.2,0.7332149906591936,0.19191919191919193
0.740133695602417,0.215,0.7332149906591936,0.19191919191919193
0.7302212548255921,0.26,0.7332149906591936,0.19191919191919193
0.7409210705757141,0.2,0.7332149906591936,0.19191919191919193
0.7354265451431274,0.19,0.7332149906591936,0.19191919191919193
0.7371283221244812,0.21,0.7332149906591936,0.19191919191919193
0.7354879307746888,0.215,0.7332149906591936,0.19191919191919193
0.7386283183097839,0.22,0.7332149906591936,0.19191919191919193
0.7398200941085815,0.195,0.7332149906591936,0.19191919191919193
0.7407115721702575,0.18,0.7332149906591936,0.19191919191919193
